Ref,LEA_Name,Reference,Contract,POST Participating,City,Latitude,Longitude,County,State,LEA_Type,Site,Policy_Manual_Exists,Mil_Equip_Policy_Exists,Military Equipment Inventory Exists,QA_Policy_Manual,QA_Mil_Equip_Policy,QA Mil_Equip_Inventory (if separate),Notes
SB978-375,Orange Police Department,,,yes,Orange,33.78787,-117.8507,Orange County,California,Police,https://citydocs.cityoforange.org,TRUE,TRUE,,https://citydocs.cityoforange.org/OrangePD/DocView.aspx?id=78497&dbid=0&repo=OrangePD,https://www.cityoforange.org/home/showpublisheddocument/3338/637846829980732070,,Lexipol. In a viewer.
SB978-376,Orland Police Department,,no,yes,Orland,39.74740,-122.1954,Glenn County,California,Police,http://cityoforland.com,TRUE,FALSE,FALSE,https://www.orlandpark.org/home/showpublisheddocument/1032/637577302652830000,,,
SB978-377,Oroville Police Department,,no,yes,Oroville,39.51388,-121.5561,Butte County,California,Police,https://www.cityoforoville.org,TRUE,FALSE,FALSE,https://www.cityoforoville.org/home/showpublisheddocument/19438/637371672846900000,,,
SB978-378,Oxnard Police Department,,no,yes,Oxnard,34.20034,-119.1801,Ventura County,California,Police,https://sites.google.com,TRUE,FALSE,FALSE,https://www.oxnardpd.org/wp-content/uploads/2020/05/2020-OPD-Policy-Manual-R.pdf,,,
SB978-379,Pacific Grove Police Department,,no,yes,Pacific Grove,36.61933,-121.9186,Monterey County,California,Police,https://www.cityofpacificgrove.org,TRUE,TRUE,,"https://www.cityofpacificgrove.org/Document_Center/Departments/Police/Policies,%20Manuals,%20and%20Training%20Outlines/RELEASE_20220630_T165655_Pacific_Grove_Police_Dept_Policy_Manual.pdf","https://files.cityofpacificgrove.org/Document_Center/Departments/Police/Policies,%20Manuals,%20and%20Training%20Outlines/PGPD%20Military%20Equipment%20Draft%20Policy%203-1-2022.pdf",,
SB978-381,Pacifica Police Department,,no,yes,Pacifica,37.63527,-122.4920,San Mateo County,California,Police,https://www.cityofpacifica.org,TRUE,TRUE,,https://public.powerdms.com/PacificaPD/tree,https://www.cityofpacifica.org/home/showpublisheddocument/2468/637838979997070000,,
SB978-382,Palm Springs Police Department,,no,yes,Palm Springs,33.82321,-116.5120,Riverside County,California,Police,https://www.palmspringsca.gov,TRUE,TRUE,,https://www.palmspringsca.gov/home/showpublisheddocument?id=71321,https://www.palmspringsca.gov/home/showpublisheddocument/81836/637837263990270000,,
SB978-383,Palo Alto Police Department,,no,yes,Palo Alto,37.44466,-122.1608,Santa Clara County,California,Police,https://www.cityofpaloalto.org,TRUE,TRUE,,https://www.cityofpaloalto.org/files/assets/public/police-department/police-information/general/redacted-papd-policy-manual-11-19-2019-for-web.pdf?t=73481.02,https://www.cityofpaloalto.org/files/assets/public/police-department/public-information-portal/proposed-papd-policy-regarding-ab-481.pdf,,
SB978-385,Palos Verdes Estates Police Department,,no,yes,Palos Verdes Estates,33.786944,-118.396667,Los Angeles County,California,Police,https://www.pvestates.org,TRUE,TRUE,TRUE,https://www.pvestates.org/services/police-department/pve-police-department-policies,https://www.pvestates.org/home/showpublisheddocument/16440/637837081337630000,https://www.pvestates.org/home/showpublisheddocument/16444/637837081346570000,
SB978-386,Paradise Police Department,,no,yes,Paradise,39.75077,-121.6077,Butte County,California,Police,https://www.townofparadise.com,TRUE,TRUE,,https://www.townofparadise.com/sites/default/files/fileattachments/police_department/page/5521/paradise_police_department_policy_manual_2022.pdf,https://www.townofparadise.com/sites/default/files/fileattachments/police_department/page/5521/ppd_policy_708_-_military_equipment.pdf,,
SB978-388,Pasadena City College District Police Department,,no,yes,Pasadena,34.14745,-118.1443,Los Angeles County,California,College/University,https://pasadena.edu,TRUE,FALSE,FALSE,https://pasadena.edu/police-and-college-safety/docs/Pasadena_City_College_Police_and_Safety_Services-Policy_Manual.pdf,,,
SB978-389,Pasadena Police Department,,no,yes,Pasadena,34.14745,-118.1443,Los Angeles County,California,Police,https://www.cityofpasadena.net,TRUE,TRUE,,https://pasadena.edu/police-and-college-safety/docs/Pasadena_City_College_Police_and_Safety_Services-Policy_Manual.pdf,https://www.cityofpasadena.net/police/wp-content/uploads/sites/28/PPD-Military-Equipment-Use-Policy.pdf,,
SB978-390,Paso Robles Police Department,,no,yes,Paso Robles,35.62541,-120.6913,San Luis Obispo County,California,Police,https://www.prcity.com,TRUE,TRUE,,https://www.prcity.com/DocumentCenter/View/30749/12-15-2020_Paso_Robles_PD_Policy_Manual,https://www.prcity.com/DocumentCenter/View/33783/Policy-706---Military-Equipment-Purpose-and-Scope,,
SB978-392,Petaluma Police Department,,no,yes,Petaluma,38.23247,-122.6444,Sonoma County,California,Police,https://cityofpetaluma.org,TRUE,TRUE,TRUE,https://cityofpetaluma.org/documents/petaluma-police-department-policy-manual/,https://petaluma.granicus.com/MetaViewer.php?view_id=31&event_id=45950&meta_id=529274,https://petaluma.granicus.com/MetaViewer.php?view_id=31&event_id=45950&meta_id=529276,
SB978-393,Piedmont Police Department,,no,yes,Piedmont,37.82475,-122.2323,Alameda County,California,Police,https://www.ci.piedmont.ca.us,TRUE,TRUE,,https://cdn5-hosted.civiclive.com/UserFiles/Servers/Server_13659739/File/PD_Policy_Manual_9_15_2021.pdf,https://cdn5-hosted.civiclive.com/UserFiles/Servers/Server_13659739/File/Military%20Equipment%20Use%20Policy.pdf?v=NwGOls0ZV&v=NwGOls0ZV,,
SB978-394,Pinole Police Department,,no,yes,Pinole,38.00478,-122.2907,Contra Costa County,California,Police,http://pinoleca.hosted.civiclive.com,TRUE,TRUE,,https://cdn5-hosted.civiclive.com/UserFiles/Servers/Server_10946972/File/City%20Government/Police/Resources/SB%20978-Public%20Records/2020-01%20Policy%20Manual.pdf,https://cdn5-hosted.civiclive.com/UserFiles/Servers/Server_10946972/File/City%20Government/Police/Resources/Pinole_PD_CA_Policy_Manual%20Policy%20707%20Draft%203_18.pdf,,
SB978-395,Pismo Beach Police Department,,no,yes,Pismo Beach,35.15666,-120.6678,San Luis Obispo County,California,Police,https://accesspismo.pismobeach.org,TRUE,TRUE,,https://accesspismo.pismobeach.org/WebLink/DocView.aspx?id=367513&dbid=0&repo=Laserfiche,https://codelibrary.amlegal.com/codes/pismobeach/latest/pismo_ca/0-0-0-23513,,
SB978-396,Pittsburg Police Department,,,yes,Pittsburg,38.01946,-121.8885,Contra Costa County,California,Police,http://www.ci.pittsburg.ca.us,TRUE,TRUE,TRUE,https://www.pittsburgca.gov/home/showpublisheddocument/13446/637704141638270000,https://www.pittsburgca.gov/home/showpublisheddocument/13795/637831086167100000,https://www.pittsburgca.gov/home/showpublisheddocument/13797/637831086443700000,
SB978-397,Placentia Police Department,,no,yes,Placentia,33.87121,-117.8602,Orange County,California,Police,http://placentia.org,TRUE,TRUE,,https://www.placentia.org/DocumentCenter/View/8317/Placentia-PD-Policy-Manual,https://www.placentia.org/DocumentCenter/View/9653/PPD-Draft-Policy-710---Miliary-Equipment,,
SB978-398,Placer County District Attorney,,no,yes,Roseville,38.74897,-121.2840,Placer County,California,District Attorney,https://www.placer.ca.gov,TRUE,TRUE,,https://www.placer.ca.gov/DocumentCenter/View/42002/Policy-Manual?bidId=,https://www.placer.ca.gov/DocumentCenter/View/59431/Military_Equipment?bidId=,,
SB978-400,Placer County Sheriff's Department,,no,yes,Roseville,38.74897,-121.2840,Placer County,California,Sheriff,https://www.placer.ca.gov,TRUE,FALSE,FALSE,https://www.placer.ca.gov/DocumentCenter/View/63746/General-Orders-8122,,,
SB978-401,Placerville Police Department,,no,yes,Placerville,38.72791,-120.8033,El Dorado County,California,Police,https://www.cityofplacerville.org,TRUE,TRUE,,https://www.cityofplacerville.org/media/Police/Policy%20Manual/2022/RELEASE_20220421_T164037_Placerville_PD_Policy_Manual.pdf,https://www.cityofplacerville.org/media/City%20Council%20Staff%20Reports/2022/04%2026%202022/10.1_Att2%20Military_Equipment%20(JW).pdf,,
SB978-402,Pleasant Hill Police Department,,no,yes,Pleasant Hill,37.94799,-122.0627,Contra Costa County,California,Police,http://www.ci.pleasant-hill.ca.us,TRUE,TRUE,,https://www.pleasanthillca.org/DocumentCenter/View/20381/RELEASE_20220311_T172014_Pleasant_Hill_PD_Policy_Manual_redacted,https://www.pleasanthillca.org/DocumentCenter/View/20381/RELEASE_20220311_T172014_Pleasant_Hill_PD_Policy_Manual_redacted,,
SB978-403,Pleasanton Police Services,,no,yes,Pleasanton,37.65822,-121.8771,Alameda County,California,Police,https://www.cityofpleasantonca.gov,TRUE,TRUE,,http://www.cityofpleasantonca.gov/civicax/filebank/blobdload.aspx?BlobID=27212,https://www.cityofpleasantonca.gov/civicax/filebank/blobdload.aspx?BlobID=36238,,
SB978-405,Plumas County Sheriff's Department,,no,yes,Quincy,39.93673,-120.9481,Plumas County,California,Sheriff,https://plumascounty.us,TRUE,FALSE,FALSE,https://www.plumascounty.us/DocumentCenter/View/36997/General-Orders-Update-21-Version-1,,,
SB978-406,Pomona Police Department,,no,yes,Pomona,34.05499,-117.7500,Los Angeles County,California,Police,https://www.pomonaca.gov,TRUE,TRUE,TRUE,https://www.pomonaca.gov/home/showpublisheddocument/464/637457098753730000,https://www.pomonaca.gov/home/showpublisheddocument/4274/637831072756030000,https://www.pomonaca.gov/home/showpublisheddocument/4354/637855247514700000,
SB978-408,Port Hueneme Police Department,,no,yes,Port Hueneme,34.15016,-119.1956,Ventura County,California,Police,https://www.ci.port-hueneme.ca.us,TRUE,TRUE,,https://www.ci.port-hueneme.ca.us/DocumentCenter/View/2960/RELEASE_20190829_Port_Hueneme_PD_Policy_Manual-Web-Site-Version?bidId=,https://www.ci.port-hueneme.ca.us/DocumentCenter/View/5377/2022-06-20-CC-10?bidId=,,
SB978-410,Porterville Police Department,,no,yes,Porterville,36.07096,-119.0162,Tulare County,California,Police,http://www.ci.porterville.ca.us,TRUE,TRUE,,https://cms9files.revize.com/PortervilleCA/PD%20Policy%20Manual%202-22-22.pdf,https://cms9files.revize.com/PortervilleCA/PD%20Policy%20Manual%202-22-22.pdf,,
SB978-411,Red Bluff Police Department,,no,yes,Red Bluff,40.17806,-122.2354,Tehama County,California,Police,http://www.rbpd.org,TRUE,TRUE,,https://www.rbpd.org/division/policies.php#outer-11,https://cms5.revize.com/revize/redbluffpolice/Proposed_Military_Equipment.pdf,,
SB978-412,Redding Police Department,,no,yes,Redding,40.58760,-122.3925,Shasta County,California,Police,https://www.cityofredding.org,TRUE,TRUE,,https://www.cityofredding.org/departments/police-department/about-the-police-department/administrative-division/policy-manual,https://www.cityofredding.org/home/showpublisheddocument/27221/637853515566100000,,
SB978-413,Redlands Police Department,,no,yes,Redlands,34.05538,-117.1826,San Bernardino County,California,Police,https://www.cityofredlands.org,TRUE,TRUE/Draft,TRUE/Draft,https://www.cityofredlands.org/sites/main/files/file-attachments/redlands_policy_manual.pdf?1579202064,https://www.cityofredlands.org/sites/main/files/file-attachments/military_equipment_use_policy_-_draft.pdf?1660581631,,
SB978-414,Redondo Beach Police Department,,no,yes,Redondo Beach,33.84468,-118.3876,Los Angeles County,California,Police,https://www.redondo.org,TRUE,TRUE,TRUE,https://www.redondo.org/civicax/filebank/blobdload.aspx?BlobID=38604,https://www.redondo.org/civicax/filebank/blobdload.aspx?t=47376.27&BlobID=40626,https://www.redondo.org/civicax/filebank/blobdload.aspx?t=56452.8&BlobID=41052,
SB978-415,Redwood City Police Department,,no,yes,Redwood City,37.48450,-122.2277,San Mateo County,California,Police,https://www.redwoodcity.org,TRUE,TRUE,TRUE,https://www.redwoodcity.org/home/showpublisheddocument/22949/637455234481900000,https://www.redwoodcity.org/home/showpublisheddocument/24802/637838327229230000,"https://www.redwoodcity.org/home/showpublisheddocument/24798/637838327220630000 ,  https://www.redwoodcity.org/home/showpublisheddocument/24800/637838327224570000",
SB978-416,Reedley Police Department,,no,yes,Reedley,36.59460,-119.4529,Fresno County,California,Police,https://reedley.ca.gov,TRUE,TRUE,TRUE,https://reedleyweb.s3.us-west-1.amazonaws.com/2022/05/Police_Department_Policy_Manual-1651764175.pdf,https://reedleyweb.s3.us-west-1.amazonaws.com/2022/03/Equipment_Policy-1647033657.pdf,https://reedleyweb.s3.us-west-1.amazonaws.com/2022/03/Reedley_Police_AB481_Equipment_List.pages-1647033672.pdf,
SB978-417,Rialto Police Department,,no,yes,Rialto,34.10032,-117.3728,San Bernardino County,California,Police,https://rialtopolice.com,TRUE,TRUE,TRUE,https://rialtopolice.com/wp-content/uploads/2022/05/rialtopd-policy-2022-03-16.pdf,https://rialtopolice.com/wp-content/uploads/2022/05/rialtopd-policy-2022-03-16.pdf,https://rialtopolice.com/wp-content/uploads/2022/07/rialto-pd-military-equipment-inventory-2022.pdf,
SB978-418,Richmond Police Department,,no,yes,Richmond,37.93784,-122.3429,Contra Costa County,California,Police,https://www.ci.richmond.ca.us,TRUE,TRUE,TRUE,https://www.ci.richmond.ca.us/DocumentCenter/View/51870/Policy-Manual-12312019,https://www.ci.richmond.ca.us/DocumentCenter/View/63138/AB-481-Draft-Policy-707,https://www.ci.richmond.ca.us/DocumentCenter/View/62784/AB-481-Inventory-Report,
SB978-419,Ridgecrest Police Department,,no,yes,Ridgecrest,35.62248,-117.6681,Kern County,California,Police,https://www.ridgecrest-ca.gov,TRUE,FALSE,FALSE,https://www.ridgecrest-ca.gov/DocumentCenter/View/6221/RPD-Policy-and-Procedure-Manual,,,
SB978-420,Rio Dell Police Department,,no,yes,Rio Dell,40.49871,-124.1061,Humboldt County,California,Police,https://cityofriodell.ca.gov,TRUE,FALSE,FALSE,https://www.cityofriodell.ca.gov/sites/g/files/vyhlif8526/f/uploads/release_20210322_t191538_rio_dell_pd_policy_manual.pdf,,,
SB978-422,Ripon Police Department,,no,yes,Ripon,37.74161,-121.1355,San Joaquin County,California,Police,https://riponpd.org,TRUE,TRUE,,https://riponpd.org/wp-content/uploads/2021/02/RELEASE_20210205_T164435_Ripon_PD_Policy_Manual.pdf,https://riponpd.org/wp-content/uploads/2022/05/Military-Equipment-Policy.pdf,,
SB978-423,Riverside Community College District Police Department,,no,yes,Riverside,33.98171,-117.3740,Riverside County,California,College/University,https://www.rccd.edu,TRUE,FALSE,FALSE,https://www.rccd.edu/police/Documents/manuals/Riverside_Community_College_District_Safety_and_Police_Department__Manual.pdf,,,
SB978-426,Riverside County Sheriff's Department,,no,yes,Riverside,33.98171,-117.3740,Riverside County,California,Sheriff,https://www.riversidesheriff.org,TRUE,TRUE,,https://www.riversidesheriff.org/DocumentCenter/View/6956/Department-Standards-Manual-71522,https://www.riversidesheriff.org/DocumentCenter/View/6513/DSM-712-Military-Equipment,,
SB978-427,Riverside Police Department,,no,yes,Riverside,33.98171,-117.3740,Riverside County,California,Police,https://riversideca.gov,TRUE,TRUE,,https://riversideca.gov/rpd/sites/riversideca.gov.rpd/files/pdf/2020/RELEASE_20200317_T100316_Riverside_PD_Policy_Manual.pdf,https://www.riversidesheriff.org/DocumentCenter/View/6513/DSM-712-Military-Equipment,,
SB978-428,Rocklin Police Department,,no,yes,Rocklin,38.79016,-121.2346,Placer County,California,Police,https://www.rocklin.ca.us,TRUE,TRUE,TRUE,https://www.rocklin.ca.us/sites/main/files/file-attachments/rocklin_pd_policy_manual_july_21_2021_version.pdf?1654704041,https://www.rocklin.ca.us/sites/main/files/file-attachments/rocklin_pd_policy_706_-_military_equipment.pdf?1650929530,https://www.rocklin.ca.us/sites/main/files/file-attachments/rocklin_pd_military_equipment_inventory.pdf?1650929546,
SB978-429,Rohnert Park Department of Public Safety,,no,yes,Rohnert Park,38.34242,-122.7102,Sonoma County,California,Police,https://www.rpcity.org,TRUE,TRUE,,https://cdn5-hosted.civiclive.com/UserFiles/Servers/Server_3037789/File/Public%20Safety/Police/RPDPS_Policy_Manual.pdf,https://cdn5-hosted.civiclive.com/UserFiles/Servers/Server_3037789/File/Public%20Safety/Police/Policy-706_Military-Equipment.pdf,,
SB978-430,Roseville Police Department,,no,yes,Roseville,38.74897,-121.2840,Placer County,California,Police,http://www.roseville.ca.us,TRUE,TRUE,TRUE,https://cdn5-hosted.civiclive.com/UserFiles/Servers/Server_7964838/Image/Government/Departments/Police%20Department/Roseville_Police_Dept_Policy_and_Procuedure_Manual%202021_2ndQuarterRedacted.pdf,https://www.roseville.ca.us/common/pages/DisplayFile.aspx?itemId=18307040,https://www.roseville.ca.us/common/pages/DisplayFile.aspx?itemId=18307038,
SB978-431,Ross Police Department,,no,yes,Ross,37.96284,-122.5560,Marin County,California,Police,https://www.townofross.org,TRUE,TRUE,,https://www.townofross.org/sites/default/files/fileattachments/police/page/2911/rpd_policy_manual.pdf,https://www.townofross.org/sites/default/files/fileattachments/police/page/4256/draft_military_equipment_use_policy_-_final_for_positing_4.29.22.pdf,,
SB978-436,Sacramento County Sheriff's Department,,no,yes,Sacramento,38.57944,-121.4908,Sacramento County,California,Sheriff,https://www.sacsheriff.com,TRUE,TRUE,TRUE,https://www.dropbox.com/sh/7cnppdnpee9fhtn/AADqXvAjEBYxo4DQxSe29U2Wa?dl=0,https://www.dropbox.com/s/flmkd0enip0zx6m/AB%20481%20Interim%20Order.pdf?dl=0,https://www.dropbox.com/s/sgyv809rye9gif9/AB481%20Military%20Equipment%20Inventory%20092022.pdf?dl=0,
SB978-437,Sacramento Police Department,,no,yes,Sacramento,38.57944,-121.4908,Sacramento County,California,Police,https://www.cityofsacramento.org,TRUE,TRUE,,https://www.cityofsacramento.org/Police/Transparency/General-Orders,https://www.cityofsacramento.org/-/media/Corporate/Files/Police/Transparency/Military-Use-Reports/GO-41006-Military-Use-Policy-Final091922.pdf?la=en,,
SB978-440,Saint Helena Police Department,,no,yes,Saint Helena,38.505278,-122.470278,Napa County,California,Police,https://www.cityofsthelena.org,TRUE,FALSE,FALSE,https://www.cityofsthelena.org/sites/default/files/fileattachments/police/page/981/release_20180727_t093404_st_helena_pd_policy_manual_1.pdf,,,
SB978-443,San Benito County Sheriff's Department,,no,yes,Hollister,36.85254,-121.4034,San Benito County,California,Sheriff,http://sbso.us,TRUE,TRUE,,https://www.cosb.us/home/showpublisheddocument/9184/637994383129370000,https://www.cosb.us/home/showpublisheddocument/8963/637946100730970000,,
SB978-446,San Bernardino County Sheriff-Coroner,,no,yes,San Bernardino,34.12717,-117.3348,San Bernardino County,California,Sheriff,https://wp.sbcounty.gov,TRUE,TRUE,FALSE,http://www.sbcounty.gov/uploads/sheriff/sb978/Department/Department%20Manual%20Master%2002-02-22.pdf,https://wp.sbcounty.gov/sheriff/wp-content/uploads/sites/17/Military-Equipment-Use-Policy-52422.pdf,,"The policy says that the inventory will be posted every year, but it is not posted."
SB978-447,San Bernardino Police Department,,no,yes,San Bernardino,34.12717,-117.3348,San Bernardino County,California,Police,http://www.sbcity.org,TRUE,TRUE,TRUE,https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_17442462/File/Government/Department/Police%20Department/SB%20978/San%20Bernardino%20PD%20Policy%20Manual/San%20Bernardino%20PD%20Policy%20Manual.pdf,https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_17442462/File/Government/Department/Police%20Department/AB%20481/Military%20Equipment%20Policy%20705.pdf,,There is no date on the ME policy
SB978-449,San Bruno Police Department,,no,yes,San Bruno,37.62517,-122.4143,San Mateo County,California,Police,https://www.sanbruno.ca.gov,TRUE,TRUE,,https://www.sanbruno.ca.gov/DocumentCenter/View/1322/San-Bruno-Police-Department-Policy-Manual-PDF,https://public.powerdms.com/SanBrunoPD/documents/2405067,,
SB978-456,San Diego County Sheriff's Department,,no,yes,San Diego,32.71568,-117.1617,San Diego County,California,Sheriff,https://www.sdsheriff.gov,TRUE,TRUE,,https://www.sdsheriff.gov/home/showpublisheddocument/5729/638000635365470000,https://www.sdsheriff.gov/home/showpublisheddocument/5244/637867547366170000,,
SB978-457,San Diego Harbor Police Department,,,,San Diego,32.71568,-117.1617,San Diego County,California,Port,https://www.portofsandiego.org,TRUE,TRUE,TRUE,https://pantheonstorage.blob.core.windows.net/public-safety/Port-of-San-Diego-Harbor-Police-Training-Documents-Policy-Manual.pdf,https://pantheonstorage.blob.core.windows.net/public-safety/Port-of-San-Diego-Harbor-Police-Policy-712-Military-Equipment-Use.pdf,https://pantheonstorage.blob.core.windows.net/public-safety/Port-of-San-Diego-Harbor-Police-481-military-equipment-list.pdf,
SB978-458,San Diego Police Department,,no,yes,San Diego,32.71568,-117.1617,San Diego County,California,Police,https://www.sandiego.gov,TRUE,TRUE,TRUE,https://www.sandiego.gov/sites/default/files/completedepartmentpolicymanual.pdf,https://www.sandiego.gov/sites/default/files/ab_481_procedure_public_draft.pdf,https://www.sandiego.gov/sites/default/files/2021_annual_military_equipment_report_public_draft.pdf,
SB978-460,San Fernando Police Department,,no,yes,San Fernando,34.28406,-118.4384,Los Angeles County,California,Police,https://ci.san-fernando.ca.us,TRUE,TRUE,,https://ci.san-fernando.ca.us/wp-content/uploads/2019/11/San-Fernando-Police-Department-Policy-Manual-2019.pdf,https://ci.san-fernando.ca.us/wp-content/uploads/2022/04/Military_Equipment-draft-042722.pdf,,
SB978-463,San Francisco County Sheriff's Department,,no,yes,San Francisco,37.75570,-122.4428,San Francisco County,California,Sheriff,https://www.sfsheriff.com,TRUE,TRUE,TRUE,https://www.sfsheriff.com/forms-policies-reports/policies-and-rules,https://www.sfsheriff.com/sites/default/files/2022-11/_704%20Military%20Equipment%20Policy_0.pdf,https://www.sfsheriff.com/sites/default/files/2023-01/AB481%20Presentation%2001312023%20Website%20Format_0.pdf,
SB978-465,San Francisco Police Department,,no,yes,San Francisco,37.75570,-122.4428,San Francisco County,California,Police,https://www.sanfranciscopolice.org,TRUE,TRUE,TRUE,https://www.sanfranciscopolice.org/your-sfpd/policies/general-orders,https://www.sanfranciscopolice.org/your-sfpd/policies/law-enforcement-equipment-use-policy,https://www.sanfranciscopolice.org/your-sfpd/policies/law-enforcement-equipment-use-policy,No costs or sources listed
SB978-466,San Gabriel Police Department,,no,yes,San Gabriel,34.09723,-118.1084,Los Angeles County,California,Police,https://www.sangabrielcity.com,TRUE,TRUE,,https://sangabrielcity.com/DocumentCenter/View/12155/San-Gabriel-PD-Policy-Manual?bidId=,https://sangabrielcity.com/DocumentCenter/View/16780/Lexipol-Policy-707-Pursuant-to-AB-481-1,,
SB978-469,San Joaquin County Probation Department,,no,no,Stockton,37.95373,-121.2905,San Joaquin County,California,Probation,https://www.sjgov.org,TRUE,FALSE,FALSE,https://www.sjgov.org/department/prob/policies/adult,,,"It exists, but it is a mess. Most documents are just memoranda about policies, not the policies themselves."
SB978-470,San Joaquin County Sheriff's Department,,no,yes,French Camp,37.88484,-121.2712,San Joaquin County,California,Sheriff,https://www.sjsheriff.org,TRUE,TRUE,,https://www.sjgov.org/docs/default-source/district-attorney-documents/units/investigations/bureau-of-investigations.pdf?sfvrsn=4ba6a96_7,https://sjsheriff.org/Downloads/policies/sjcso-military-equipment-policy-and-list-2022.pdf,,
SB978-471,San Joaquin Delta College Police Department,,no,yes,Stockton,37.95373,-121.2905,San Joaquin County,California,College/University,https://www.deltacollege.edu,TRUE,FALSE,FALSE,https://deltacollege.edu/district-police/transparency,,,
SB978-472,San Jose Police Department,,no,yes,San Jose,37.33865,-121.8854,Santa Clara County,California,Police,https://www.sjpd.org,TRUE,TRUE,TRUE,https://www.sjpd.org/home/showdocument?id=314,https://www.sjpd.org/home/showpublisheddocument/710/638006451003918952,https://www.sjpd.org/home/showpublisheddocument/712/638006450767197733,
SB978-475,San Leandro Police Department,,no,yes,San Leandro,37.72832,-122.1586,Alameda County,California,Police,https://www.sanleandro.org,TRUE,TRUE,TRUE,https://www.sanleandro.org/455/Lexipol-Policies,https://www.sanleandro.org/DocumentCenter/View/6875,https://www.sanleandro.org/1077/Assembly-Bill-481,
SB978-477,San Luis Obispo County Sheriff's Department,,no,yes,San Luis Obispo,35.28579,-120.6627,San Luis Obispo County,California,Sheriff,http://www.slosheriff.org,TRUE,TRUE,,https://www.slosheriff.org/San_Luis_Obispo_County_SO_Policy_Manual_May_2022.pdf,https://www.slosheriff.org/San_Luis_Obispo_County_SO_Policy_Manual_May_2022.pdf,,
SB978-478,San Luis Obispo Police Department,,no,yes,San Luis Obispo,35.28579,-120.6627,San Luis Obispo County,California,Police,https://www.slocity.org,TRUE,TRUE,,https://www.slocity.org/home/showpublisheddocument/32511/637939865425900000,https://www.slocity.org/home/showpublisheddocument/31899/637831994266470000,,
SB978-479,San Marino Police Department,,no,yes,San Marino,34.12215,-118.1050,Los Angeles County,California,Police,https://www.cityofsanmarino.org,TRUE,TRUE,,https://cms9files.revize.com/sanmarinoca/SMPD%20POLICY%20MANUAL.pdf,https://cms9files.revize.com/sanmarinoca/Police/San%20Marino%20Police%20Department%20Policy%20705%20(Draft).pdf,,
SB978-481,San Mateo County Sheriff's Office,,no,yes,Redwood City,37.48450,-122.2277,San Mateo County,California,Sheriff,https://www.smcsheriff.com,TRUE,TRUE,,https://www.smcsheriff.com/sites/default/files/content_files/2020_Operations_Policy_Manual.pdf,https://www.smcsheriff.com/sites/default/files/resources_files/San%20Mateo%20County%20Sheriff%27s%20Office%20Lexipol%20Policy%20705%20Military%20Equipment_0.pdf,,
SB978-482,San Mateo Police Department,,no,yes,San Mateo,37.54704,-122.3148,San Mateo County,California,Police,https://www.cityofsanmateo.org,TRUE,TRUE,,https://www.cityofsanmateo.org/DocumentCenter/View/79089/San-Mateo-PD-Policy-Manuall,https://www.cityofsanmateo.org/DocumentCenter/View/87368/Draft-Policy-709---Military-Equipment,,
SB978-483,San Pablo Police Department,,no,yes,San Pablo,37.96033,-122.3424,Contra Costa County,California,Police,https://www.sanpabloca.gov,TRUE,TRUE,,https://www.sanpabloca.gov/DocumentCenter/View/12653/RELEASE_20191230_T143925_Policy_Manual-12-30-2019,https://www.sanpabloca.gov/DocumentCenter/View/15159/San-Pablo-Police-AB481-Policy?bidId=,,
SB978-484,San Rafael Police Department,,no,yes,San Rafael,37.97461,-122.5329,Marin County,California,Police,https://www.srpd.org,TRUE,TRUE,,https://www.srpd.org/downloads/policies/San_Rafael_PD_Policy_Manual%209-18-19.pdf,https://www.srpd.org/downloads/AB481/AB-481-draft.pdf,,
SB978-485,San Ramon Police Department,,no,yes,San Ramon,37.77945,-121.9690,Contra Costa County,California,Police,https://www.sanramon.ca.gov,TRUE,TRUE,,https://www.sanramon.ca.gov/common/pages/DisplayFile.aspx?itemId=11573369,https://cdn5-hosted.civiclive.com/UserFiles/Servers/Server_10826046/File/Our%20City/Departments/Police/Home%20Page/Policy708.pdf,,
SB978-486,Sand City Police Department,,no,yes,Sand City,36.61405,-121.8506,Monterey County,California,Police,https://www.sandcity.org,TRUE,FALSE,FALSE,https://www.sandcity.org/home/showpublisheddocument/3654/637872675956500000,,,
SB978-487,Sanger Police Department,,no,yes,Sanger,36.70887,-119.5564,Fresno County,California,Police,http://www.ci.sanger.ca.us,TRUE,TRUE,,https://www.ci.sanger.ca.us/DocumentCenter/View/2257/2022-Sanger-PD-Policy-Manual,http://www.ci.sanger.ca.us/DocumentCenter/View/2198/SAPD-Military_Equipment-Policy,,
SB978-488,Santa Ana Police Department,,no,yes,Santa Ana,33.74958,-117.8745,Orange County,California,Police,https://www.santa-ana.org,TRUE,TRUE,,https://public.powerdms.com/SAPDCA/tree,https://voiceofoc.org/wp-content/uploads/2022/04/Policy-707-Military-Equipment.pdf,,
SB978-489,Santa Ana Unified School District Police Department,,no,yes,Santa Ana,33.74958,-117.8745,Orange County,California,School District,http://www.ci.sanger.ca.us,TRUE,FALSE,FALSE,https://www.sausd.us/cms/lib/CA01000471/Centricity/Domain/9/Lexipol%20Policy_2019.pdf,,,
